SNo.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Master Work Category Name,Work Category Name,WORK TYPE as per new work creation Module,Work Type,Agency Name,Sanction Wages (Rs),Sanction Material (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY,No. Of Units,Is Exempted Ongoing Community Works(20) within GP,Is Secure,Is Convergence,Work Started Date,Work Physically/ Completed Date,Individual Beneficiary JCN
57,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/22012035509983,JGSA 2025 Farm Pond Construction Dharmendra singh pita Mahendra singh GP Amin,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,112428.23,35192.93,147621,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,19-05-2025,
58,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770022,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP121522066,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-09-2025,
59,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770364,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122006747,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-09-2025,
60,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770366,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122009116,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,6750,0,0,0,0,0,0,0,30,30,1,,NO,YES,24-09-2025,
61,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770444,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116596562,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-09-2025,
62,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770976,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130399242,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-09-2025,
63,SATNA,AMARPATAN,AMIN,2025-2026,Physically Completed,1712006016/IF/IAY/5770600,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122008146,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-09-2025,02-08-2026
64,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/22012035597000,एक बगिया माँ के नाम हितग्राही कलावती सिंह / बृजलाल सिंह ग्राम अमिन ग्राम पं अमिन,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,114242.56,152334.69,266760,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,28-08-2025,
65,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/22012035599125,एक बगिया माँ के नाम हितग्राही सुनीता कुशवाहा /राजकुमार कुशवाहा ग्राम अमिन ग्राम पं अमिन,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,76449.25,99120.43,175752,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,28-08-2025,
66,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/22012035599145,एक बगिया माँ के नाम हितग्राही चंद्रवती कुशवाहा / कामता कुशवाहा ग्राम अमिन ग्राम पं अमिन,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,72351.32,103919.32,176453,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,28-08-2025,
67,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/22012035599174,एक बगिया माँ के नाम हितग्राही प्रेमवती कुशवाहा / जगदीश कुशवाहा ग्राम अमिन ग्राम पं अमिन,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,72273.42,103908.26,176364,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,28-08-2025,
68,SATNA,AMARPATAN,AMIN,2025-2026,Ongoing,1712006016/IF/IAY/5770159,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116208362,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,28-12-2025,
69,SATNA,AMARPATAN,AMJHAR,2018-2019,Ongoing,1712006009/IF/22012034350169,RSP वृक्ष रोपण कार्य धुसाड़ा मोड़ से हनुमान मंदिर तक,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Along the coast Line Plantation of Forestry Trees for Individuals,Coast Line plntation of Forestry Trees-Individuals,Gram Panchayat,246800,88200,335000,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-02-2019,
70,SATNA,AMARPATAN,AMJHAR,2020-2021,Ongoing,1712006009/AV/22012034515745,गौशाला निर्माण कार्य ग्राम अमझर ग्राम पं अमझर,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Anganwadi/Other Rural Infrastructure,Construction of Cattle Shelter for Community,Construction of Cattle Shelter for Community,Gram Panchayat,422557.44,3362024.77,3784864,0,0,0,0,0,0,0,0,2,2,1,,YES,NO,01-10-2020,
71,SATNA,AMARPATAN,AMJHAR,2021-2022,Approved,1712006009/IF/IAY/3577550,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5304406,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-01-2022,
72,SATNA,AMARPATAN,AMJHAR,2021-2022,Ongoing,1712006009/AV/22012034603945,नवीन पंचायत भवन निर्माण (मनरेगा- जनपद 15vitt अभिशरण),D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Gram Panchayat/Panchayat Bhavan Building for Community,Constr of GP for community,Gram Panchayat,248850,751150,2000000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-11-2021,
73,SATNA,AMARPATAN,AMJHAR,2021-2022,Ongoing,1712006009/AV/22012034595050,पेवर ब्लॉक निर्माण कार्य मा ० शाला परिसर अमझर ग्राम पंचायत अमझर (मनरेगा +15 वित्त ),D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Inter-locking cement block/tiles Roads for Community,Constr of Interlocking block/tiles Roads for Comm,Gram Panchayat,147400,0,737000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-09-2021,
74,SATNA,AMARPATAN,AMJHAR,2021-2022,Ongoing,1712006009/AV/22012034595085,पेवर ब्लॉक निर्माण कार्य शा ० प्रा ० शाला भड़री ग्राम पंचायत अमझर (मनरेगा +15 वित्त ),D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Inter-locking cement block/tiles Roads for Community,Constr of Interlocking block/tiles Roads for Comm,Gram Panchayat,98700,0,493500,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-09-2021,
75,SATNA,AMARPATAN,AMJHAR,2021-2022,Approved,1712006009/IF/IAY/3420168,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4910966,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-11-2021,
76,SATNA,AMARPATAN,AMJHAR,2022-2023,Approved,1712006009/IF/IAY/4205781,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148973773,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-06-2022,
77,SATNA,AMARPATAN,AMJHAR,2024-2025,Ongoing,1712006009/IF/IAY/4726752,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150308934,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,13-02-2025,
78,SATNA,AMARPATAN,AMJHAR,2024-2025,New,1712006009/RC/22012034675222,पीसीसी रोड निर्माण कार्य,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-04-2024,
79,SATNA,AMARPATAN,AMJHAR,2024-2025,New,1712006009/RC/22012034675223,पीसीसी रोड निर्माण कार्य,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-04-2024,
80,SATNA,AMARPATAN,AMJHAR,2024-2025,Ongoing,1712006009/IF/IAY/4660491,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149301407,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,17-12-2024,
81,SATNA,AMARPATAN,AMJHAR,2024-2025,Ongoing,1712006009/IF/IAY/4726371,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150718061,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,17-12-2024,
82,SATNA,AMARPATAN,AMJHAR,2024-2025,Approved,1712006009/WH/22012034942444,घाट निर्माण कार्य बड़ा तालाब स्कूल के पास ग्राम पंचायत अमझर (नरेगा +DMF ),A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Renovation of traditional water bodies,Renovation of Community Water Harvesting Ponds for Community,Renovtion of Community Ponds for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,19-08-2024,
83,SATNA,AMARPATAN,AMJHAR,2024-2025,Ongoing,1712006009/DP/22012034624874,वृक्षारोपण कार्य गौशाला के पास ग्राम अमझर ग्राम पंचायत अमझर (नरेगा ),A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Drought Proofing,Block Plantation of Forestry Trees in Fields for Community,Block Plantation of Forestry-in Fields-Community,Gram Panchayat,157255.62,160659.85,318230,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,22-09-2024,
84,SATNA,AMARPATAN,AMJHAR,2024-2025,Approved,1712006009/IF/IAY/5860186,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149549518,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-03-2025,
85,SATNA,AMARPATAN,AMJHAR,2024-2025,Approved,1712006009/IF/IAY/5860408,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150795375,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-03-2025,
86,SATNA,AMARPATAN,AMJHAR,2025-2026,Ongoing,1712006009/IF/22012035382942,खेत तलाब निर्माण कार्य कुलदीप सिंह पिता श्री सतेंद्र सिंह ग्राम अमझर ग्राम पंचायत अमझर,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,365838.98,85046.66,450886,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,10-05-2025,
87,SATNA,AMARPATAN,AMJHAR,2025-2026,Ongoing,1712006009/IF/IAY/5860083,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149372518,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-12-2025,
88,SATNA,AMARPATAN,AMJHAR,2025-2026,Ongoing,1712006009/IF/IAY/5860146,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149626714,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-12-2025,
89,SATNA,AMARPATAN,AMJHAR,2025-2026,Ongoing,1712006009/IF/IAY/5860409,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150795520,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-12-2025,
90,SATNA,AMARPATAN,AMJHAR,2025-2026,New,1712006009/WC/22012035295792,JGSAडगवेल रिचार्ज पिट निर्माण कार्य हनुमान मंदिर के पास धौसड़ा ग्राम पंचायत अमझर (नरेगा +05 वित्त ),A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Sand filter for openwell recharge for Community,Constr of Sand filter - openwell recharge for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,14-04-2025,
91,SATNA,AMARPATAN,AMJHAR,2025-2026,Approved,1712006009/IF/IAY/5860150,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149665829,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-05-2025,
92,SATNA,AMARPATAN,AMJHAR,2025-2026,Physically Completed,1712006009/IF/IAY/5304143,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149524088,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-06-2025,16-08-2026
93,SATNA,AMARPATAN,AMJHAR,2025-2026,Approved,1712006009/IF/22012035382765,खेत तलाब निर्माण कार्य रामसुशील गौतम पिता श्री सुन्दरलाल गौतम ग्राम अमझर ग्राम पंचायत अमझर,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,17-04-2025,
94,SATNA,AMARPATAN,AMJHAR,2025-2026,Approved,1712006009/IF/22012035383016,खेत तलाब निर्माण कार्य श्यामसुन्दर गौतम पिता श्री रघुनाथ प्रसाद गौतम अमझर ग्राम पंचायत अमझर,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,17-04-2025,
95,SATNA,AMARPATAN,AMJHAR,2025-2026,Approved,1712006009/IF/22012035408528,डग बेल रिचार्ज पिट निर्माण हनुमान मन्दिर धौसडा,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Works on Individuals Land (Category IV),Construction of Sand filter for Openwell recharge for Individual,Constr of Sand filter-openwell recharge for Indiv,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,17-04-2025,
96,SATNA,AMARPATAN,AMJHAR,2025-2026,Ongoing,1712006009/IF/IAY/3597290,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5538796,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,20-07-2025,
